text,airline_sentiment,label
On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website amp customer service dont want my business. Korea Air it is.,negative,0
couldnt be more thankful to your #orf and #dca crews on the ground and in the air today for help with a sick kid and a lost bag!,positive,2
"4914, I need to fly from GSP to DSM, but claims theres no sched. avail. I can book separately, but why not together?",negative,0
"Delta can you help? SpiritAirlines is in the wrong, stuck in Florida 3days. They need to learn from real airlines.",negative,0
Lovely! RT Our fleets on fleek.,positive,2
". Its worth saying that, if you litter in Singapore, you get caned. But there are rules says",negative,0
not able to DM you my confirmation number,negative,0
just told by supervisor that they wont guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them,neutral,1
terrible service for military members and their families. #ridiculous #UnitedAirlines,negative,0
"that link leads to a website that wont open on a cell phone. Good job, shocking that your airline is folding.",negative,0
i need my confirmation number! Can you give it to me?,neutral,1
I checked in Standby for 1st Class only to find I am not on the list. This merger is a pain.,negative,0
Thank you!!! On our way to get her bag now thanks to having that number,positive,2
Flight 152 N559JB Heres Looking at Blue Kid departs MCO enroute to BostonLogan,neutral,1
when will sw return to customer service? Business travelers made sw now sw ignores us.,negative,0
Thks 4 tip. Seems like a workaround rather than a customerfriendly solution. They should have an easily accessible email.,negative,0
"100 I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here",negative,0
Our fleets on fleek. huh?,neutral,1
You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didnt do anything,negative,0
You already Cancelled Flightled the one b4 us to DCA,negative,0
"Once again I am victim to the scam that is your SHIT Customer Service, this time the agent hung up on me WTF do you teach your staff",negative,0
who is he I must send a note!!! Too good for words!,positive,2
"as a million miler with UA, and flying almost every week I observe gate and flight crews committed to good operations",positive,2
great now we are all de boarding perfectly plane is shot. Fml. Plans are screwed. Thanks for nothing,negative,0
A flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation.,negative,0
thanks,positive,2
who can tell me where they are?,negative,0
"Are you an incompetent airline every day, or just days that end in y?",negative,0
nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,neutral,1
"to recap, you bounced me off my flight, LIED TO ME, then hung up on me. What am I supposed to thinkdo now?",negative,0
been sleeping on the floor like Im homeless and now delayed flights because the equipment isnt working! I have a job to get2,negative,0
baggage woman said it was in Blatimore and would be on a plane this morning. Now they cant find it. WTF!???,negative,0
"despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!",positive,2
"itd be nice if I could get an answer, even a simple no would do I just want to know.",negative,0
. I rebooked myself but Cancelled Flighting flight because crew expired after boarding is unacceptable. You started delaying at 130pm.,negative,0
", weve been waiting for over an hour for our luggage what gives?",negative,0
how you gonna Cancelled Flight my flight but run flights at the exact same time? Cmon fam,negative,0
"standing in Las Vegas and our flight says on time, but reps are telling us that all flights to Denver are Cancelled Flightled. HELP",negative,0
I know you cant control weather but you can control how you treat customers..#shafted,negative,0
HA! Youre fun.,positive,2
"Im scheduled to come back tomorrow, finally but I dont know SWA hasnt flown out of FlyNashville yet but Delta has",neutral,1
tcunningham10 please call us back to rebook. 7403607771 we cant through!!!!! We need to get to columbus!!!!,negative,0
iPhone App Adds Passbook Support #Airlines #Travel,neutral,1
108 to Portland Maine,neutral,1
"despite shaky connections, looks like Ill get home tonight. Great job, was touch and go for a while..",positive,2
I was worried when my bag went SAN to DCA 24 hours before me. But our reunion was an organized breeze!,negative,0
to start 2xdaily #B737700 flights from #Columbus OH to #Boston BostonLogan on 8AUG #avgeek,neutral,1
"sitting on plane in Columbus, supposed to leave an hour ago. Now the mechanic cant find a tool to service the shock absorber.",negative,0
I have been I hold for 40 min. My 550 flight just got Cancelled Flightled and rescheduled for Monday. This is unacceptable!,negative,0
did bags make it on the flight out of iad? second day without clothes is pretty inconvenient. Were pretty curious #UnitedAirlines,negative,0
the Late Flightr flight to Charleston is leaving before the flight scheduled earlier. Thats so wrong,negative,0
will be stuck in PHX overnight. Service is getting worse. Flying southwest from now on.,negative,0
1 hour since boarding began and were still sitting at the gate. #UA507,negative,0
"you all do a wonderful job today. Got my wife, daughter, and myself from PGH to Orlando after out flight was delayed luggage and all",positive,2
#611 from JFK to LAS still delayed?,negative,0
just a very rude rep while trying to book family vacation using trvl credit. on phone w new rep now who is being very helpful,negative,0
"I did, but it wont help.. Cant believe you wouldnt take full fare for first class and gave away to Platinum Member.. Profits?",negative,0
"lost my parents luggage to cancun, said it would be delivered to hotel by 7PM, it is now almost 11PM",negative,0
WHy is my KTN not showing on my boarding? Why is TSA precheck not applying to my boarding pass?,neutral,1
it is absolutely unacceptable. I have been calling all day and am hung up on every time. I just need a 5 minute bit of help!,negative,0
thank you for the response. How can I got about getting the points onto my rewards account?,neutral,1
done. I hope you can offer something.,neutral,1
amazing hospitality and helpfulness from Anthony Lastella. Great staff def flying #united again.,positive,2
My sons flight was Cancelled Flightled today. I was on hold 2 hours to no avail. Can you help me rebook?,negative,0
now youve lost my bags too. At least nobody has done anything to help out. This is absurd.,negative,0
"worst airline in the world8 delays, gate agent loses her mind over 1.5 lbs and charges me 100 on top of the 25 I already paid!!",negative,0
weve been waiting 45 min for a gate at SFO... Yet so many of them are free. Your excellence in operational efficiency is showing,negative,0
"just Cancelled Flightled my 7 am flight tomorrow with out informing me at all today, then booked one in 2 days, and no customer service",negative,0
narrowly made standby...lots of snags this trip!,negative,0
"flights keep getting delayed and Cancelled Flighted with no information, worst customer service ever.",negative,0
Did you discontinue nonstop service from SJC to BOS? Cant find 471 or 472 anywhere,negative,0
thank you for flying me out of the mess at IAD and out to San Diego.,positive,2
private jet would have been cool! Do does not work. Ill try again,positive,2
